115	120	2	-19898433	-47841085	Sudeste	MG	Delta	BR-464	Concedida Federal	464BMG0060	222.80	242.10	DUP	DUPLA	ENTR BR-262(B) - ENTR BR-050(B)	BR-050	Federal	050BMG0270	464BMG0060			179,8	199,1	DUP	ENTR BR-262(B) - ENTR BR-464(B) (P/CONQUISTA)	ENTR BR-262(B)	ENTR BR-464(B) (P/CONQUISTA)	ENTR BR-262(B) → ENTR BR-464(B) (P/CONQUISTA)	ENTR BR-464(B) (P/CONQUISTA) → ENTR BR-262(B)	8	4	12
311	124	2	-8411670	-37172771	Nordeste	PE	Sertânia	BR-232	Federal	232BPE0260	252,00	277,80	PAV	SIMPLES	ENTR PE-270 (P/BUEQUE) - ENTR BR-110 (CRUZEIRO DO NORDESTE)	BR-232	Federal	232BPE0260				252	277,8	PAV	ENTR PE-270 (P/BUÍQUE) - ENTR BR-110 (CRUZEIRO DO NORDESTE)	ENTR PE-270 (P/BUÍQUE)	ENTR BR-110 (CRUZEIRO DO NORDESTE)	ENTR PE-270 (P/BUÍQUE) → ENTR BR-110 (CRUZEIRO DO NORDESTE)	ENTR BR-110 (CRUZEIRO DO NORDESTE) → ENTR PE-270 (P/BUÍQUE)	8	4	12
314	125	2	-8992433	-36486416	Nordeste	PE	Brejão	BR-424	Federal	424BPE0090	101,90	120,90	PAV	SIMPLES	ENTR PE-218 (P/BOM CONSELHO) - ENTR PE-187 (P/PALMEIRINA)	BR-424	Federal	424BPE0090				101,9	120,9	PAV	ENTR PE-218 (P/BOM CONSELHO) - ENTR PE-187 (P/PALMEIRINA)	ENTR PE-218 (P/BOM CONSELHO)	ENTR PE-187 (P/PALMEIRINA)	ENTR PE-218 (P/BOM CONSELHO) → ENTR PE-187 (P/PALMEIRINA)	ENTR PE-187 (P/PALMEIRINA) → ENTR PE-218 (P/BOM CONSELHO)	8	4	12
197	127	2	-12764684	-39814708	Nordeste	BA	Itatim	BR-116	Federal	116BBA0790	525,30	547,30	PAV	SIMPLES	ENTR BA-493 (ITATIM) - ENTR BA-245	BR-116	Federal	116BBA0790				525,3	547,3	PAV	ENTR BA-493 (ITATIM) - ENTR BA-245	ENTR BA-493 (ITATIM)	ENTR BA-245	ENTR BA-493 (ITATIM) → ENTR BA-245	ENTR BA-245 → ENTR BA-493 (ITATIM)	6	3	9
194	130	2	-15836764	-41403333	Sudeste	MG	Pedra Azul	BR-116	Federal	116BMG1010	0,00	25,20	PAV	SIMPLES	DIV BA/MG - ENTR BR-251(A) (P/SALINAS)	BR-116	Federal	116BMG1010				0	25,2	PAV	DIV BA/MG - ENTR BR-251(A) (P/SALINAS)	DIV BA/MG	ENTR BR-251(A) (P/SALINAS)	DIV BA/MG → ENTR BR-251(A) (P/SALINAS)	ENTR BR-251(A) (P/SALINAS) → DIV BA/MG	6	3	9
201	133	2	-10306303	-39062259	Nordeste	BA	Canudos	BR-116	Federal	116BBA0550	154,80	216,10	PAV	SIMPLES	ENTR BR-235 - ENTR BA-220 (EUCLIDES DA CUNHA)	BR-116	Federal	116BBA0550				155,2	216,5	PAV	ENTR BR-235 - ENTR BA-220 (EUCLIDES DA CUNHA)	ENTR BR-235	ENTR BA-220 (EUCLIDES DA CUNHA)	ENTR BR-235 → ENTR BA-220 (EUCLIDES DA CUNHA)	ENTR BA-220 (EUCLIDES DA CUNHA) → ENTR BR-235	6	3	9
290	135	2	-5027790	-40551827	Nordeste	CE	Crateús	BR-403	Fed.delegada	403BCE0190	294,00	329,90	PAV	SIMPLES	ENTR CE-266 (SUCESSO) - ENTR BR-226/404 (CRATE1S)	BR-403	Federal	403BCE0190				294	329,9	PAV	ENTR CE-266 (SUCESSO) - ENTR BR-226/404 (CRATEÚS)	ENTR CE-266 (SUCESSO)	ENTR BR-226/404 (CRATEÚS)	ENTR CE-266 (SUCESSO) → ENTR BR-226/404 (CRATEÚS)	ENTR BR-226/404 (CRATEÚS) → ENTR CE-266 (SUCESSO)	6	3	9
294	138	2	-4465538	-39348339	Nordeste	CE	Canindé	BR-20	Federal	020BCE0606	283,80	308,80	PAV	SIMPLES	ENTR CE-456 (P/TARGINOS) - ENTR CE-257 (CANINDP)	BR-020	Federal	020BCE0590				279,9	308,8	PAV	ENTR CE-456 (P/TARGINOS) - ENTR CE-257 (CANINDÉ)	ENTR CE-456 (P/TARGINOS)	ENTR CE-257 (CANINDÉ)	ENTR CE-456 (P/TARGINOS) → ENTR CE-257 (CANINDÉ)	ENTR CE-257 (CANINDÉ) → ENTR CE-456 (P/TARGINOS)	6	3	9
291	139	2	-3671548	-39162393	Nordeste	CE	São Gonçalo do Amarante	BR-222	Federal	222BCE0070	64,20	77,80	PAV	SIMPLES	ENTR CE-341 (CROATr) - ENTR CE-162 (SCO LU3S DO CURU)	BR-222	Federal	222BCE0070				64,2	77,8	PAV	ENTR CE-341 (CROATÁ) - ENTR CE-162 (SÃO LUÍS DO CURU)	ENTR CE-341 (CROATÁ)	ENTR CE-162 (SÃO LUÍS DO CURU)	ENTR CE-341 (CROATÁ) → ENTR CE-162 (SÃO LUÍS DO CURU)	ENTR CE-162 (SÃO LUÍS DO CURU) → ENTR CE-341 (CROATÁ)	6	3	9
221	147	2	-14848821	-46741902	Centro-Oeste	GO	Flores de Goiás	BR-20	Federal	020BGO0160	105.30	143.30	PAV	SIMPLES	ENTR GO-114 (P/FLORES DE GOITS) - SANTA MARIA	BR-020	Federal	020BGO0160				105,3	143,3	PAV	ENTR GO-114 (P/FLORES DE GOIÁS) - SANTA MARIA	ENTR GO-114 (P/FLORES DE GOIÁS)	SANTA MARIA	ENTR GO-114 (P/FLORES DE GOIÁS) → SANTA MARIA	SANTA MARIA → ENTR GO-114 (P/FLORES DE GOIÁS)	6	3	9
